2018-06-06 14:02:17.388288,3,1,c1:00:dd:00:01:d7,-62
2018-06-06 14:02:19.395983,3,2,c1:00:dd:00:01:d7,-62
2018-06-06 14:02:19.376250,2,1,c1:00:dd:00:01:d7,-50
2018-06-06 14:02:20.403178,3,3,c1:00:dd:00:01:d7,-60
2018-06-06 14:02:20.388349,2,2,c1:00:dd:00:01:d7,-50
2018-06-06 14:02:21.390361,2,3,c1:00:dd:00:01:d7,-50
2018-06-06 14:02:21.401918,3,4,c1:00:dd:00:01:d7,-59
2018-06-06 14:02:22.392172,2,4,c1:00:dd:00:01:d7,-48
2018-06-06 14:02:22.404826,3,5,c1:00:dd:00:01:d7,-60
2018-06-06 14:02:23.396800,2,5,c1:00:dd:00:01:d7,-50
2018-06-06 14:02:23.408185,3,6,c1:00:dd:00:01:d7,-59
2018-06-06 14:02:24.399933,2,6,c1:00:dd:00:01:d7,-48
2018-06-06 14:02:24.410766,3,7,c1:00:dd:00:01:d7,-61
2018-06-06 14:02:25.400753,2,7,c1:00:dd:00:01:d7,-49
2018-06-06 14:02:26.412220,2,8,c1:00:dd:00:01:d7,-48
2018-06-06 14:02:26.424710,3,8,c1:00:dd:00:01:d7,-61
2018-06-06 14:02:27.424810,3,9,c1:00:dd:00:01:d7,-59
2018-06-06 14:02:27.412273,2,9,c1:00:dd:00:01:d7,-50
2018-06-06 14:02:28.433709,3,10,c1:00:dd:00:01:d7,-46
2018-06-06 14:02:28.422313,2,10,c1:00:dd:00:01:d7,-48
2018-06-06 14:02:29.419486,2,11,c1:00:dd:00:01:d7,-50
2018-06-06 14:02:30.427241,2,12,c1:00:dd:00:01:d7,-48
2018-06-06 14:02:30.439013,3,11,c1:00:dd:00:01:d7,-60
2018-06-06 14:02:31.434197,2,13,c1:00:dd:00:01:d7,-50
2018-06-06 14:02:31.446432,3,12,c1:00:dd:00:01:d7,-59
2018-06-06 14:02:32.451355,3,13,c1:00:dd:00:01:d7,-60
2018-06-06 14:02:32.439883,2,14,c1:00:dd:00:01:d7,-48
2018-06-06 14:02:33.439937,2,15,c1:00:dd:00:01:d7,-50
2018-06-06 14:02:34.458342,3,14,c1:00:dd:00:01:d7,-60
2018-06-06 14:02:34.447107,2,16,c1:00:dd:00:01:d7,-54
2018-06-06 14:02:35.446319,2,17,c1:00:dd:00:01:d7,-50
2018-06-06 14:02:35.460397,3,15,c1:00:dd:00:01:d7,-60
2018-06-06 14:02:36.447245,2,18,c1:00:dd:00:01:d7,-34
2018-06-06 14:02:36.458482,3,16,c1:00:dd:00:01:d7,-59
2018-06-06 14:02:37.451303,2,19,c1:00:dd:00:01:d7,-47
2018-06-06 14:02:37.462678,3,17,c1:00:dd:00:01:d7,-61
2018-06-06 14:02:38.469189,3,18,c1:00:dd:00:01:d7,-58
2018-06-06 14:02:38.457949,2,20,c1:00:dd:00:01:d7,-50
2018-06-06 14:02:39.459782,2,21,c1:00:dd:00:01:d7,-48
2018-06-06 14:02:39.470860,3,19,c1:00:dd:00:01:d7,-62
2018-06-06 14:02:40.460955,2,22,c1:00:dd:00:01:d7,-50
2018-06-06 14:02:41.484109,3,20,c1:00:dd:00:01:d7,-61
2018-06-06 14:02:41.472248,2,23,c1:00:dd:00:01:d7,-47
2018-06-06 14:02:42.471910,2,24,c1:00:dd:00:01:d7,-50
2018-06-06 14:02:43.492150,3,21,c1:00:dd:00:01:d7,-60
2018-06-06 14:02:43.480971,2,25,c1:00:dd:00:01:d7,-48
2018-06-06 14:02:44.499401,3,22,c1:00:dd:00:01:d7,-59
2018-06-06 14:02:45.496557,2,26,c1:00:dd:00:01:d7,-49
2018-06-06 14:02:45.511001,3,23,c1:00:dd:00:01:d7,-61
2018-06-06 14:02:46.498280,2,27,c1:00:dd:00:01:d7,-50
2018-06-06 14:02:46.509630,3,24,c1:00:dd:00:01:d7,-59
2018-06-06 14:02:47.515020,3,25,c1:00:dd:00:01:d7,-61
2018-06-06 14:02:47.505412,2,28,c1:00:dd:00:01:d7,-48
2018-06-06 14:02:48.500834,2,29,c1:00:dd:00:01:d7,-45
2018-06-06 14:02:49.519871,3,26,c1:00:dd:00:01:d7,-62
2018-06-06 14:02:49.508562,2,30,c1:00:dd:00:01:d7,-48
2018-06-06 14:02:50.522083,3,27,c1:00:dd:00:01:d7,-61
2018-06-06 14:02:50.507745,2,31,c1:00:dd:00:01:d7,-50
2018-06-06 14:02:51.531605,3,28,c1:00:dd:00:01:d7,-61
2018-06-06 14:02:51.517460,2,32,c1:00:dd:00:01:d7,-48
2018-06-06 14:02:52.534684,3,29,c1:00:dd:00:01:d7,-51
2018-06-06 14:02:52.522272,2,33,c1:00:dd:00:01:d7,-44
2018-06-06 14:02:53.541645,3,30,c1:00:dd:00:01:d7,-60
2018-06-06 14:02:53.530530,2,34,c1:00:dd:00:01:d7,-48
2018-06-06 14:02:54.529608,2,35,c1:00:dd:00:01:d7,-50
2018-06-06 14:02:55.542239,3,31,c1:00:dd:00:01:d7,-58
2018-06-06 14:02:55.531121,2,36,c1:00:dd:00:01:d7,-50
2018-06-06 14:02:56.539211,2,37,c1:00:dd:00:01:d7,-22
2018-06-06 14:02:57.546038,2,38,c1:00:dd:00:01:d7,-48
