2018-06-06 14:02:57.557218,3,32,c1:00:dd:00:01:d7,-59
2018-06-06 14:02:58.545508,2,39,c1:00:dd:00:01:d7,-50
2018-06-06 14:02:58.559816,3,33,c1:00:dd:00:01:d7,-60
2018-06-06 14:02:59.552419,2,40,c1:00:dd:00:01:d7,-34
2018-06-06 14:02:59.564716,3,34,c1:00:dd:00:01:d7,-59
2018-06-06 14:03:00.569360,3,35,c1:00:dd:00:01:d7,-61
2018-06-06 14:03:01.568399,3,36,c1:00:dd:00:01:d7,-58
2018-06-06 14:03:01.557260,2,41,c1:00:dd:00:01:d7,-50
2018-06-06 14:03:02.578127,3,37,c1:00:dd:00:01:d7,-61
2018-06-06 14:03:03.576868,3,38,c1:00:dd:00:01:d7,-58
2018-06-06 14:03:05.569414,2,42,c1:00:dd:00:01:d7,-50
2018-06-06 14:03:06.570681,2,43,c1:00:dd:00:01:d7,-50
2018-06-06 14:03:06.582065,3,39,c1:00:dd:00:01:d7,-58
2018-06-06 14:03:07.591834,3,40,c1:00:dd:00:01:d7,-60
2018-06-06 14:03:07.577195,2,44,c1:00:dd:00:01:d7,-50
2018-06-06 14:03:08.580674,2,45,c1:00:dd:00:01:d7,-50
2018-06-06 14:03:08.591867,3,41,c1:00:dd:00:01:d7,-59
2018-06-06 14:03:09.595775,3,42,c1:00:dd:00:01:d7,-59
2018-06-06 14:03:09.586358,2,46,c1:00:dd:00:01:d7,-48
2018-06-06 14:03:10.601000,3,43,c1:00:dd:00:01:d7,-58
2018-06-06 14:03:10.590023,2,47,c1:00:dd:00:01:d7,-50
2018-06-06 14:03:11.592575,2,48,c1:00:dd:00:01:d7,-48
2018-06-06 14:03:12.597601,2,49,c1:00:dd:00:01:d7,-50
2018-06-06 14:03:12.608557,3,44,c1:00:dd:00:01:d7,-58
2018-06-06 14:03:14.600117,2,50,c1:00:dd:00:01:d7,-50
2018-06-06 14:03:15.611882,2,51,c1:00:dd:00:01:d7,-48
2018-06-06 14:03:15.622811,3,45,c1:00:dd:00:01:d7,-59
2018-06-06 14:03:16.634011,3,46,c1:00:dd:00:01:d7,-58
2018-06-06 14:03:16.620147,2,52,c1:00:dd:00:01:d7,-39
2018-06-06 14:03:18.641048,3,47,c1:00:dd:00:01:d7,-60
2018-06-06 14:03:18.630138,2,53,c1:00:dd:00:01:d7,-50
2018-06-06 14:03:19.648829,3,48,c1:00:dd:00:01:d7,-45
2018-06-06 14:03:20.654927,3,49,c1:00:dd:00:01:d7,-59
2018-06-06 14:03:20.642937,2,54,c1:00:dd:00:01:d7,-50
2018-06-06 14:03:21.660505,3,50,c1:00:dd:00:01:d7,-60
2018-06-06 14:03:21.646323,2,55,c1:00:dd:00:01:d7,-50
2018-06-06 14:03:22.668250,3,51,c1:00:dd:00:01:d7,-61
